major_name,major_code,discipline_category,major_category,length,degree,popular_value,fresh_salary,top_city,top_position,top_industry,subject_suggestion,summary,learn_what,career_direction,source_url
交通工程,081802,工学,交通运输类,四年,工学学士,416847,6400,上海市,现场专业人员,房地产,物理+化学,交通工程专业培养从事交通管理与规划、道路与桥梁设计、施工与管理的高级专门人才。本专业以运筹学、概率论与数理统计、系统工程学为基础，要求学生掌握一门外语，熟练使用计算机进行总图运输规划、设计和管理，以及交通规划设计与管理工作；学生主要学习交通工程学原理、城市规划原理、总图设计理论与方法、交通规划设计理论与方法、公路及道路工程、工业铁路工程、工程管线综合等知识系列，并付诸实践性环节，培养分析问题和解决问题以及创新能力。,《城市轨道交通车辆》、《道路建筑材料》、《模拟电路与数字电路》、《交通调查与分析》、《城市轨道交通通信原理》、《道路工程》、《交通运输自动控制原理》、《道路交通管理与控制》、《交通信息系统》、《轨道交通运营与管理》。,道路/桥梁/隧道工程技术，事业单位人员，施工员，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，考研，土木/土建/结构工程师，市政工程师，建筑工程师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%BA%A4%E9%80%9A%E5%B7%A5%E7%A8%8B%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
救助与打捞工程,081807T,工学,交通运输类,四年,工学学士,340793,7100,广州市,,,物理+化学,本专业培养德、智、体全面发展，了解救助与打捞相关的法律法规，掌握先进的救捞技术及专业技能，熟悉现代化的救捞设备，能在交通运输部所属的救助打捞系统、各类海洋工程公司、救助打捞装备研究、设计及制造的研究所、设计所、企业以及救助打捞技术培训的教育机构从事设计、研究、制造、检验、指挥、管理及实施等工作的高级工程技术人才。,《船舶设计原理》、《船舶与海洋工程结构力学》、《流体力学》、《船舶静力学》、《航海气象学》、《潜水技术基础》、《海洋工程》、《救助工程》、《打捞工程》、《救捞应急管理》。,海洋工程类企业：救助打捞装备设计、生产制造、质量检验； 政府、事业类单位：救助打捞、海上搜救、应急救援。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%95%91%E5%8A%A9%E4%B8%8E%E6%89%93%E6%8D%9E%E5%B7%A5%E7%A8%8B%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
轮机工程,081804K,工学,交通运输类,四年,工学学士,293338,7900,上海市,船舶运输,物流运输,物理+化学,本专业培养符合国家教育方针和国际国内相关法规要求，综合素质好、安全与环保意识强、具有国际竞争能力的高级航海人才；学生通过学习可以掌握车、钳、焊、电的基本工艺和操作技能；掌握船舶主机、辅机基本性能试验和检测能力；通过国家主管机关的考试和评估，可以获得熟悉和基本安全、精通救生艇筏、高级消防、精通急救等专业合格证书及值班机工、甲类一等三管轮适任证书。,《船舶辅机》、《船舶电力系统与装置》、《船舶动力装置原理与设计》、《计算力学及工程应用》、《轮机自动化基础》、《修造船生产经营管理》、《主机拆装》、《船舶电气设备及系统》、《船机制造工艺》、《现代轮机监控技术》 部分高校按以下专业方向培养：陆上、船机修造、轮机管理。,公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，船员/水手，参军，船舶设计与制造，事业单位人员，船舶维修/保养，考研，船舶驾驶/操作,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%BD%AE%E6%9C%BA%E5%B7%A5%E7%A8%8B%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
飞行技术,081805K,工学,交通运输类,四年,工学学士,231463,7700,上海市,铁路/航空运输,物流运输,物理+化学,本专业培养具备空气动力学、飞行力学、飞行性能与操纵原理等方面知识，能在民用航空公司从事民航航线飞行驾驶，并且符合国际民航航线运输机驾驶员执照标准和营运管理的高级飞行技术人才；学生主要学习飞行性能和控制原理、现代运输飞机构造等方面的基本理论和基本知识，受到识别和运用各种航图、运输机通信和空中领航的基本训练，具有民航航线飞行方面的基本能力。,《飞行原理》、《飞机构造》、《航空动力装置》、《民航飞机电子设备》、《空气动力学》、《飞行力学》、《空中领航学》、《飞行气象学》、《飞行安全》、《机组资源管理》 部分高校按以下专业方向培养：驾驶、运输机驾驶。,飞机驾驶/操作，航空乘务，水运/空运/陆运操作，地勤人员,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%A3%9E%E8%A1%8C%E6%8A%80%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
航海技术,081803K,工学,交通运输类,四年,工学学士,182763,7900,上海市,船舶运输,物流运输,,本专业培养适应21世纪社会主义现代化建设需要的，知识、能力、素质协调发展，基础扎实、知识面宽、实践能力强、敬业精神好，安全意识及环保意识强，符合经马尼拉修正的《1978年海员培训、发证和值班标准国际公约》和国家海事主管机关的相关规定要求、具有“诚毅”品格和创新精神的高素质航海技术应用型人才。学生主要学习船舶航行、货物积载与装卸和无线电通信等方面的基本理论和基本知识，受到航线设计、船舶操纵与避碰、现代航海仪器等的基本训练，掌握独立指挥和组织船舶航行与营运的基本能力。,《航海学》、《船舶操纵与避碰》、《船舶管理》、《航海气象与海洋学》、《船舶结构与货运》、《航海仪器》、《船舶无线电技术基础》、《船舶原理》、《船舶自动化基础》、《海商法》。,船舶驾驶/操作，公务员(中央国家机关)，公务员(省级机关)，行政执法人员，公务员(区县级及以下机关)，事业单位人员，船员/水手，公务员(地市级机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%88%AA%E6%B5%B7%E6%8A%80%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
轨道交通电气与控制,081809T,工学,交通运输类,四年,工学学士,103021,,,,,物理+化学,本专业以交通运输工程、电气工程、控制科学与工程为主要学科支撑的应用型新工科专业。 以轨道交通供电、电力牵引传动、车辆辅助电器设备及控制、车辆综合监控等理论为基础，培养适应我国轨道交通电气与控制领域的一线应用型人才。 例如：轨道交通工程师、城市轨道工程师 关键词：轨道交通 交通运输 交通 。,《电力机车与车辆概论》、《电力电子技术》、《电力系统分析》、《轨道交通设备系统》 、《继电保护原理》、《轨道交通综合监控》、《牵引供电技术》、《电力牵引传动与控制》、《接触网技术》、《电机学》 。,就业方向：轨道交通装备制造单位、轨道交通牵引供电系统建设单位、轨道交通运营单位、轨道交通维管单位就业，进行相关设备的设计、制造、调试、生产（施工）、维护和维修等工作 。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%94%B5%E6%B0%94%E4%B8%8E%E6%8E%A7%E5%88%B6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
智慧交通,081811T,工学,交通运输类,四年,工学学士,86509,,,,,物理+化学,智慧交通专业，通过汇聚土木工程（城市地下空间工程、交通方向）、数学、计算机科学与技术、控制科学与工程、机械制造等跨学科协同育人优势，培养“以建造和交通为基，以信息和智能为翼的新时代新工科人才，培育具备更高的融合创新创业能力和跨界整合能力的复合型人才。,《钢筋混凝土结构设计原理》《智能施工与装备》《施工组织与概预算》《桥梁工程》《弹性力学》《桥涵水文学》《公路BIM技术》《工程传感器与物联网》《大数据挖掘与区块链技术》 。,毕业生就业围绕交通大数据和智慧信控两大方向，主要从事智慧交通行业的规划设计、数据分析、应用实施和运营管理等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%99%BA%E6%85%A7%E4%BA%A4%E9%80%9A%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
邮轮工程与管理,081810T,工学,交通运输类,四年,工学学士,28630,,,,,物理+化学,本专业培养德、智、体全面发展、理论基础扎实、工程实践能力、技术创新能力及团队协作能力强，具有良好的职业道德和社会责任感的应用型邮轮技术和管理人才。例如：从事邮轮工程及管理，设备维护保养 关键词：邮轮 邮轮工程管理 邮轮维护 。,《大学计算机基础》、《工程制图》、《工程力学》、《工程材料》、《热工与流力》、《电工与电子技术》、《自动控制原理》、《机械设计基础》、《液压与气动》、《邮轮电气设备》、《制冷空调技术》、《电梯原理与维修》、《供热与给排水》、《消防与安防系统》、《邮轮工程设备管理》、《邮轮工程英语》、《邮轮工程英语口语》 。,就业方向：从事邮轮工程及管理工作，负责相关设备的维护与管理，或从事邮轮各项保障工作，邮轮相关设备的维护、保养，船厂参与邮轮建造维修中设备现场管理等工作 。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%82%AE%E8%BD%AE%E5%B7%A5%E7%A8%8B%E4%B8%8E%E7%AE%A1%E7%90%86%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
智能运输工程,081812T,工学,交通运输类,四年,工学学士,4581,,,,,,智能运输工程专业要求学生掌握交通工程学科和智能交通运输系统的基本理论和实用技术，培养具有社会主义核心价值观，适应社会经济和智能运输工程领域发展需求，具备扎实的数学、自然科学和工程基础，能够在交通运输领域从事科学研究、规划设计和运营管理的复合型人才。,《人工智能基础及应用》、《信号与系统》、《自动控制原理》、《智能运输感知技术》、《智能运输系统设计与集成》、《交通运输控制与优化》、《计算智能基础》、《交通大数据与分布式计算技术》、《交通安全工程》等。,面向高速公路、城市交通管理部门、智能公交站场、地铁集团等企事业单位，从事机电系统、监控系统、交通控制、收费、安全管理等技术管理工作，以及ETC收费设备、交通信息采集设备、车载GPS等交通监控设备、信号机等交通控制设备的设计、安装、维护和技术支持等工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%99%BA%E8%83%BD%E8%BF%90%E8%BE%93%E5%B7%A5%E7%A8%8B%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
环境工程,082502,工学,环境科学与工程类,四年,工学学士,965426,5700,上海市,环境保护/监测,环保,物理+化学 / 物理+化学+生物,环境工程学是运用环境科学、工程学和其他有关学科的理论和方法，研究合理保护和利用自然资源，预防与治理环境污染，以改善环境质量，促进人类与自然协调发展的工程技术学科，对环境资源的综合利用和经济可持续发展具有极其重要作用；本专业培养从事流域、区域、城镇及企事业单位的水、气、固、土壤、噪声和其他污染的控制、治理、管理等方面的高级工程技术人才。学生在校期间，除公共基础课外，还将学习力学、化学系列课程、环境微生物学、环境工程原理等系列专业基础课及实践课程；毕业后或报考环境工程、环境科学、市政工程等专业的研究生深造，还可从事与环境相关的科研教学、规划设计、咨询评估、监察管理、施工运营、产品销售等多项工作。,《工程测量学》、《环境毒理学》、《土壤污染修复技术》、《微生物学基础》、《环境工程微生物》、《钢筋混凝土结构设计》、《环保机械与设备》、《环境工程监测》、《土壤环境学》、《环境分子生物学》 部分高校按以下专业方向培养：海洋环境工程、海洋油气资源、环境检测与质量评价。,事业单位人员，公务员(中央国家机关)，公务员(省级机关)，公务员(地市级机关)，公务员(区县级及以下机关)，给排水/暖通/空调工程，环保技术工程师，环境评价工程师，考研，环境监测工程师，水处理工程师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%8E%AF%E5%A2%83%E5%B7%A5%E7%A8%8B%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
